species,species_lemmatized
Paenibacillus yonginensis,paenibacillus yonginensis
Paenibacillus yunnanensis,paenibacillus yunnanensis
Paenibacillus zanthoxyli,paenibacillus zanthoxyli
Paenibacillus zeisoli,Paenibacillus zeisoli
Paeniclostridium ghonii,Paeniclostridium ghonii
Paeniclostridium sordellii,paeniclostridium sordellii
Paeniglutamicibacter antarcticus,paeniglutamicibacter antarcticus
Paeniglutamicibacter cryotolerans,paeniglutamicibacter cryotolerans
Paeniglutamicibacter gangotriensis,paeniglutamicibacter gangotriensis
Paeniglutamicibacter kerguelensis,paeniglutamicibacter kerguelensis
Paeniglutamicibacter psychrophenolicus,paeniglutamicibacter psychrophenolicus
Paeniglutamicibacter sp.,paeniglutamicibacter sp .
Paeniglutamicibacter sulfureus,paeniglutamicibacter sulfureus
Paenimaribius caenipelagi,Paenimaribius caenipelagi
Paenisporosarcina antarctica,Paenisporosarcina antarctica
Paenisporosarcina indica,Paenisporosarcina indica
Paenisporosarcina macmurdoensis,Paenisporosarcina macmurdoensis
Paenisporosarcina quisquiliarum,Paenisporosarcina quisquiliarum
Paenisporosarcina sp.,Paenisporosarcina sp .
Paenochrobactrum gallinarii,Paenochrobactrum gallinarii
Paenochrobactrum glaciei,Paenochrobactrum glaciei
Paenochrobactrum pullorum,paenochrobactrum pullorum
Palaeococcus ferrophilus,palaeococcus ferrophilus
Palaeococcus helgesonii,palaeococcus helgesonii
Palaeococcus pacificus,Palaeococcus pacificus
Palleronia marisminoris,Palleronia marisminoris
Palleronia rufa,Palleronia rufa
Paludibacter jiangxiensis,paludibacter jiangxiensis
Paludibacter propionicigenes,paludibacter propionicigenes
Paludibacterium paludis,paludibacterium paludis
Paludibacterium purpuratum,paludibacterium purpuratum
Paludibacterium sp.,paludibacterium sp .
Paludibacterium yongneupense,paludibacterium yongneupense
Paludibaculum fermentans,paludibaculum fermentan
Paludicola psychrotolerans,Paludicola psychrotoleran
Paludifilum halophilum,paludifilum halophilum
Paludirhabdus pumila,Paludirhabdus pumila
Paludirhabdus telluriireducens,Paludirhabdus telluriireducens
Paludisphaera borealis,Paludisphaera borealis
Paludisphaera soli,Paludisphaera soli
Panacagrimonas perspica,Panacagrimonas perspica
Panacibacter ginsenosidivorans,panacibacter ginsenosidivorans
Pandoraea apista,Pandoraea apista
Pandoraea cepalis,Pandoraea cepalis
Pandoraea faecigallinarum,Pandoraea faecigallinarum
Pandoraea fibrosis,Pandoraea fibrosis
Pandoraea norimbergensis,Pandoraea norimbergensis
Pandoraea oxalativorans,Pandoraea oxalativoran
Pandoraea pnomenusa,Pandoraea pnomenusa
Pandoraea pulmonicola,Pandoraea pulmonicola
Pandoraea sp.,Pandoraea sp .
Pandoraea sputorum,Pandoraea sputorum
Pandoraea terrae,Pandoraea terrae
Pandoraea thiooxydans,Pandoraea thiooxydans
Pandoraea vervacti,Pandoraea vervacti
Pannonibacter carbonis,pannonibacter carbonis
Pannonibacter indicus,pannonibacter indicus
Pannonibacter phragmitetus,pannonibacter phragmitetus
Pantoea agglomerans,Pantoea agglomeran
Pantoea allii,pantoea allii
Pantoea ananatis,Pantoea ananatis
Pantoea anthophila,pantoea anthophila
Pantoea brenneri,Pantoea brenneri
Pantoea coffeiphila,Pantoea coffeiphila
Pantoea conspicua,Pantoea conspicua
Pantoea cypripedii,pantoea cypripedii
Pantoea deleyi,Pantoea deleyi
Pantoea dispersa,pantoea dispersa
Pantoea eucalypti,pantoea eucalypti
Pantoea eucrina,Pantoea eucrina
Pantoea rodasii,Pantoea rodasii
Pantoea rwandensis,pantoea rwandensis
Pantoea septica,Pantoea septica
Pantoea sp.,pantoea sp .
Pantoea stewartii,Pantoea stewartii
Pantoea stewartii subsp. indologenes,Pantoea stewartii subsp . indologenes
Pantoea stewartii subsp. stewartii,Pantoea stewartii subsp . stewartii
Pantoea vagans,Pantoea vagan
Pantoea wallisii,Pantoea wallisii
Papillibacter cinnamivorans,papillibacter cinnamivorans
Parabacteroides acidifaciens,Parabacteroides acidifaciens
Parabacteroides chartae,parabacteroides chartae
Parabacteroides chinchillae,parabacteroides chinchillae
Parabacteroides distasonis,Parabacteroides distasonis
Parabacteroides faecis,Parabacteroides faecis
Parabacteroides goldsteinii,Parabacteroides goldsteinii
Parabacteroides gordonii,Parabacteroides gordonii
Parabacteroides johnsonii,Parabacteroides johnsonii
Parabacteroides merdae,Parabacteroides merdae
Parabacteroides sp.,Parabacteroides sp .
Paraburkholderia acidipaludis,Paraburkholderia acidipaludis
Paraburkholderia aromaticivorans,Paraburkholderia aromaticivoran
Paraburkholderia aspalathi,paraburkholderia aspalathi
Paraburkholderia atlantica,Paraburkholderia atlantica
Paraburkholderia azotifigens,paraburkholderia azotifigens
Paraburkholderia bryophila,paraburkholderia bryophila
Paraburkholderia caballeronis,Paraburkholderia caballeronis
Paraburkholderia caffeinilytica,Paraburkholderia caffeinilytica
Paraburkholderia caledonica,Paraburkholderia caledonica
Paraburkholderia caribensis,Paraburkholderia caribensis
Paraburkholderia caseinilytica,Paraburkholderia caseinilytica
Paraburkholderia denitrificans,paraburkholderia denitrifican
Paraburkholderia diazotrophica,paraburkholderia diazotrophica
Paraburkholderia dilworthii,paraburkholderia dilworthii
Paraburkholderia dinghuensis,Paraburkholderia dinghuensis
Paraburkholderia eburnea,paraburkholderia eburnea
Paraburkholderia ferrariae,Paraburkholderia ferrariae
Paraburkholderia flava,paraburkholderia flava
Paraburkholderia franconis,Paraburkholderia franconis
Paraburkholderia fungorum,Paraburkholderia fungorum
Paraburkholderia fynbosensis,Paraburkholderia fynbosensis
Paraburkholderia ginsengisoli,Paraburkholderia ginsengisoli
Paraburkholderia ginsengiterrae,Paraburkholderia ginsengiterrae
Paraburkholderia graminis,paraburkholderia graminis
Paraburkholderia heleia,paraburkholderia heleia
Paraburkholderia hospita,Paraburkholderia hospita
Paraburkholderia insulsa,Paraburkholderia insulsa
Paraburkholderia jirisanensis,Paraburkholderia jirisanensis
Paraburkholderia kururiensis,Paraburkholderia kururiensis
Paraburkholderia lacunae,paraburkholderia lacunae
Paraburkholderia madseniana,Paraburkholderia madseniana
Paraburkholderia megapolitana,Paraburkholderia megapolitana
Paraburkholderia metalliresistens,Paraburkholderia metalliresisten
Paraburkholderia mimosarum,paraburkholderia mimosarum
Paraburkholderia monticola,Paraburkholderia monticola
Paraburkholderia nodosa,Paraburkholderia nodosa
Paraburkholderia oxyphila,Paraburkholderia oxyphila
Paraburkholderia pallida,Paraburkholderia pallida
Paraburkholderia pallidirosea,Paraburkholderia pallidirosea
Paraburkholderia panacihumi,Paraburkholderia panacihumi
Paraburkholderia panacisoli,Paraburkholderia panacisoli
Paraburkholderia phenazinium,paraburkholderia phenazinium
Paraburkholderia phenoliruptrix,paraburkholderia phenoliruptrix
Paraburkholderia phosphatilytica,paraburkholderia phosphatilytica
Paraburkholderia phymatum,paraburkholderia phymatum
Paraburkholderia phytofirmans,Paraburkholderia phytofirman
Paraburkholderia piptadeniae,paraburkholderia piptadeniae
Paraburkholderia rhynchosiae,paraburkholderia rhynchosiae
Paraburkholderia ribeironis,paraburkholderia ribeironis
Paraburkholderia sabiae,Paraburkholderia sabiae
Paraburkholderia sacchari,paraburkholderia sacchari
Paraburkholderia sartisoli,Paraburkholderia sartisoli
Paraburkholderia sediminicola,Paraburkholderia sediminicola
Paraburkholderia silvatlantica,paraburkholderia silvatlantica
Paraburkholderia silviterrae,Paraburkholderia silviterrae
Paraburkholderia sp.,Paraburkholderia sp .
Paraburkholderia sprentiae,Paraburkholderia sprentiae
Paraburkholderia susongensis,Paraburkholderia susongensis
Paraburkholderia telluris,Paraburkholderia telluris
Paraburkholderia terrae,Paraburkholderia terrae
Paraburkholderia terricola,Paraburkholderia terricola
Paraburkholderia tropica,Paraburkholderia tropica
Paraburkholderia tuberum,paraburkholderia tuberum
Paraburkholderia unamae,Paraburkholderia unamae
Paraburkholderia xenovorans,paraburkholderia xenovoran
Paracandidimonas caeni,Paracandidimonas caeni
Paracandidimonas soli,Paracandidimonas soli
Parachlamydia acanthamoebae,Parachlamydia acanthamoebae
Paraclostridium benzoelyticum,paraclostridium benzoelyticum
Paraclostridium bifermentans,paraclostridium bifermentans
Paraclostridium dentum,paraclostridium dentum
Paraclostridium sp.,Paraclostridium sp .
Paracnuella aquatica,Paracnuella aquatica
Paracoccus acridae,Paracoccus acridae
Paracoccus aerius,Paracoccus aerius
Paracoccus aestuarii,Paracoccus aestuarii
Paracoccus aestuariivivens,Paracoccus aestuariivivens
Paracoccus alcaliphilus,Paracoccus alcaliphilus
Paracoccus alimentarius,Paracoccus alimentarius
Paracoccus alkenifer,Paracoccus alkenifer
Paracoccus aminophilus,Paracoccus aminophilus
Paracoccus aminovorans,Paracoccus aminovorans
Paracoccus aquimaris,Paracoccus aquimaris
Paracoccus aurantiacus,Paracoccus aurantiacus
Paracoccus bengalensis,Paracoccus bengalensis
Paracoccus caeni,Paracoccus caeni
Paracoccus cavernae,Paracoccus cavernae
Paracoccus chinensis,Paracoccus chinensis
Paracoccus communis,Paracoccus communis
Paracoccus contaminans,paracoccus contaminan
Paracoccus denitrificans,Paracoccus denitrificans
Paracoccus ferrooxidans,Paracoccus ferrooxidans
Paracoccus fistulariae,Paracoccus fistulariae
Paracoccus fontiphilus,Paracoccus fontiphilus
Paracoccus haematequi,Paracoccus haematequi
Paracoccus haeundaensis,Paracoccus haeundaensis
Paracoccus halophilus,Paracoccus halophilus
Paracoccus hibisci,Paracoccus hibisci
Paracoccus hibiscisoli,Paracoccus hibiscisoli
Paracoccus homiensis,Paracoccus homiensis
Paracoccus huijuniae,Paracoccus huijuniae
Paracoccus indicus,Paracoccus indicus
Paracoccus isoporae,Paracoccus isoporae
Paracoccus kocurii,Paracoccus kocurii
Paracoccus kondratievae,Paracoccus kondratievae
Paracoccus koreensis,Paracoccus koreensis
Paracoccus laeviglucosivorans,Paracoccus laeviglucosivorans
Paracoccus limosus,Paracoccus limosus
Paracoccus litorisediminis,Paracoccus litorisediminis
Paracoccus mangrovi,Paracoccus mangrovi
Paracoccus marinus,Paracoccus marinus
Paracoccus nototheniae,paracoccus nototheniae
Paracoccus oceanense,Paracoccus oceanense
Paracoccus panacisoli,Paracoccus panacisoli
Paracoccus pantotrophus,Paracoccus pantotrophus
Paracoccus rhizosphaerae,Paracoccus rhizosphaerae
Paracoccus salipaludis,Paracoccus salipaludis
Paracoccus saliphilus,Paracoccus saliphilus
Paracoccus sanguinis,Paracoccus sanguinis
Paracoccus sediminilitoris,Paracoccus sediminilitoris
Paracoccus sediminis,Paracoccus sediminis
Paracoccus seriniphilus,Paracoccus seriniphilus
Paracoccus siganidrum,Paracoccus siganidrum
Paracoccus solventivorans,Paracoccus solventivorans
Paracoccus sordidisoli,Paracoccus sordidisoli
Paracoccus sp.,Paracoccus sp .
Paracoccus sphaerophysae,paracoccus sphaerophysae
Paracoccus subflavus,Paracoccus subflavus
Paracoccus sulfuroxidans,paracoccus sulfuroxidan
Paracoccus tegillarcae,Paracoccus tegillarcae
Paracoccus thiocyanatus,Paracoccus thiocyanatus
Paracoccus tibetensis,Paracoccus tibetensis
Paracoccus versutus,Paracoccus versutus
Paracoccus yeei,Paracoccus yeei
Paracoccus zeaxanthinifaciens,Paracoccus zeaxanthinifaciens
Paraconexibacter algicola,paraconexibacter algicola
Paracraurococcus ruber,Paracraurococcus ruber
Paradesulfitobacterium aromaticivorans,paradesulfitobacterium aromaticivoran
Paradesulfovibrio bizertensis,paradesulfovibrio bizertensis
Paradonghicola geojensis,Paradonghicola geojensis
Paraeggerthella hongkongensis,paraeggerthella hongkongensis
Paraferrimonas haliotis,Paraferrimonas haliotis
Paraferrimonas sedimenticola,Paraferrimonas sedimenticola
Parafilimonas rhizosphaerae,Parafilimonas rhizosphaerae
Parafilimonas terrae,Parafilimonas terrae
Paraflavitalea soli,Paraflavitalea soli
Parafrigoribacterium mesophilum,parafrigoribacterium mesophilum
Parageobacillus caldoxylosilyticus,parageobacillus caldoxylosilyticus
Parageobacillus galactosidasius,Parageobacillus galactosidasius
Parageobacillus thermantarcticus,Parageobacillus thermantarcticus
Parageobacillus thermoglucosidasius,Parageobacillus thermoglucosidasius
Parageobacillus toebii,parageobacillus toebii
Parageobacillus yumthangensis,parageobacillus yumthangensis
Paraglaciecola aestuariivivens,Paraglaciecola aestuariivivens
Paraglaciecola agarilytica,Paraglaciecola agarilytica
Paraglaciecola aquimarina,Paraglaciecola aquimarina
Paraglaciecola arctica,Paraglaciecola arctica
Paraglaciecola chathamensis,Paraglaciecola chathamensis
Paraglaciecola hydrolytica,Paraglaciecola hydrolytica
Paraglaciecola mesophila,Paraglaciecola mesophila
Paraglaciecola oceanifecundans,Paraglaciecola oceanifecundans
Paraglaciecola polaris,Paraglaciecola polaris
Paraglaciecola psychrophila,Paraglaciecola psychrophila
Parahaliea aestuarii,Parahaliea aestuarii
Parahaliea mediterranea,Parahaliea mediterranea
Paralactobacillus selangorensis,paralactobacillus selangorensis
Paralcaligenes ginsengisoli,Paralcaligenes ginsengisoli
Paralcaligenes ureilyticus,Paralcaligenes ureilyticus
Paraliobacillus quinghaiensis,paraliobacillus quinghaiensis
Paraliobacillus ryukyuensis,paraliobacillus ryukyuensis
Paraliobacillus salinarum,paraliobacillus salinarum
Paraliobacillus sediminis,paraliobacillus sediminis
Paraliobacillus sp.,paraliobacillus sp .
Paraliobacillus zengyii,paraliobacillus zengyii
Paralkalibacillus indicireducens,paralkalibacillus indicireducens
Paramaledivibacter caminithermalis,paramaledivibacter caminithermalis
Paramoritella alkaliphila,Paramoritella alkaliphila
Paramoritella sediminis,Paramoritella sediminis
Paramuribaculum intestinale,paramuribaculum intestinale
Paraoerskovia marina,Paraoerskovia marina
Paraoerskovia sediminicola,paraoerskovia sediminicola
Parapedobacter composti,parapedobacter composti
Parapedobacter defluvii,parapedobacter defluvii
Parapedobacter deserti,Parapedobacter deserti
Parapedobacter indicus,parapedobacter indicus
Parapedobacter koreensis,Parapedobacter koreensis
Parapedobacter luteus,parapedobacter luteus
Parapedobacter lycopersici,parapedobacter lycopersici
Parapedobacter pyrenivorans,parapedobacter pyrenivoran
Parapedobacter soli,Parapedobacter soli
Parapedobacter sp.,Parapedobacter sp .
Paraperlucidibaca baekdonensis,paraperlucidibaca baekdonensis
Paraperlucidibaca wandonensis,Paraperlucidibaca wandonensis
Paraphotobacterium marinum,paraphotobacterium marinum
Parapontixanthobacter aurantiacus,parapontixanthobacter aurantiacus
Paraprevotella clara,Paraprevotella clara
Paraprevotella xylaniphila,Paraprevotella xylaniphila
Parapseudoflavitalea muciniphila,parapseudoflavitalea muciniphila
Parapusillimonas granuli,Parapusillimonas granuli
Pararcticibacter amylolyticus,pararcticibacter amylolyticus
Pararhizobium antarcticum,Pararhizobium antarcticum
Pararhizobium capsulatum,pararhizobium capsulatum
Pararhizobium herbae,pararhizobium herbae
Pararhodobacter aggregans,pararhodobacter aggregan
Pararhodobacter oceanensis,pararhodobacter oceanensis
Pararhodobacter zhoushanensis,pararhodobacter zhoushanensis
Pararhodospirillum oryzae,pararhodospirillum oryzae
Pararhodospirillum photometricum,pararhodospirillum photometricum
Pararhodospirillum sulfurexigens,pararhodospirillum sulfurexigen
Pararobbsia alpina,Pararobbsia alpina
Parasaccharibacter apium,parasaccharibacter apium
Parascardovia denticolens,Parascardovia denticolen
Parasediminibacterium paludis,parasediminibacterium paludis
Parasegetibacter luojiensis,parasegetibacter luojiensis
Parasegetibacter terrae,parasegetibacter terrae
Parashewanella curva,Parashewanella curva
Parashewanella spongiae,parashewanella spongiae
Parashewanella tropica,Parashewanella tropica
Parasphingopyxis algicola,parasphingopyxis algicola
Parasphingopyxis lamellibrachiae,parasphingopyxis lamellibrachiae
Parasphingorhabdus flavimaris,parasphingorhabdus flavimaris
Parasphingorhabdus litoris,Parasphingorhabdus litoris
Parasphingorhabdus marina,Parasphingorhabdus marina
Parasphingorhabdus pacifica,Parasphingorhabdus pacifica
Parasporobacterium paucivorans,parasporobacterium paucivorans
Parasutterella excrementihominis,parasutterella excrementihominis
Parasutterella secunda,Parasutterella secunda
Paratractidigestivibacter faecalis,paratractidigestivibacter faecalis
Paraurantiacibacter namhicola,paraurantiacibacter namhicola
Paremcibacter congregatus,paremcibacter congregatus
Parerythrobacter jejuensis,parerythrobacter jejuensis
Parerythrobacter lutipelagi,parerythrobacter lutipelagi
Paroceanicella profunda,Paroceanicella profunda
Parolsenella catena,Parolsenella catena
Parolsenella massiliensis,Parolsenella massiliensis
Parvibaculum hydrocarboniclasticum,parvibaculum hydrocarboniclasticum
